"Tabela 1613 - Área destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras permanentes"
"Variável - Quantidade produzida (Toneladas)"
"Município";"Ano x Produto das lavouras permanentes"
"Município";"2024"
"Município";"Abacate";"Algodão arbóreo (em caroço)";"Açaí";"Azeitona";"Banana (cacho)";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Caqui";"Castanha de caju";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Figo";"Goiaba";"Guaraná (semente)";"Laranja";"Limão";"Maçã";"Mamão";"Manga";"Maracujá";"Marmelo";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Sisal ou agave (fibra)";"Tangerina";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Salgado de São Félix (PB)";"-";"-";"-";"-";"140";"-";"...";"-";"-";"-";"-";"...";"-";"1";"-";"18";"-";"-";"-";"29";"-";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Cecília (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"1";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Cruz (PB)";"-";"-";"-";"-";"40";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Helena (PB)";"-";"-";"-";"-";"462";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"400";"-";"-";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Inês (PB)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Santa Luzia (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santana de Mangueira (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santana dos Garrotes (PB)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Joca Claudino (PB)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Santa Rita (PB)";"56";"-";"-";"-";"360";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"18200";"-";"-";"-";"14";"-";"-";"84";"-";"1400";"160";"100";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Teresinha (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"630";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santo André (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"48";"-";"-";"-";"6";"-";"-";"12";"-";"-";"42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Bento (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Bentinho (PB)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"São Domingos do Cariri (PB)";"-";"-";"-";"-";"90";"-";"...";"-";"-";"-";"-";"...";"-";"1";"-";"14";"-";"-";"-";"12";"-";"-";"-";"-";"40";"30";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Domingos (PB)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"São Francisco (PB)";"-";"-";"-";"-";"60";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João do Cariri (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"36";"-";"-";"-";"12";"-";"-";"-";"-";"-";"12";"54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João do Tigre (PB)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"São José da Lagoa Tapada (PB)";"-";"-";"-";"-";"180";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"98";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São José de Caiana (PB)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"São José de Espinharas (PB)";"-";"-";"-";"-";"28";"-";"...";"-";"-";"-";"-";"...";"-";"1";"-";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São José dos Ramos (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"48";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São José de Piranhas (PB)";"-";"-";"-";"-";"140";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São José de Princesa (PB)";"128";"-";"-";"-";"450";"-";"...";"-";"24";"24";"-";"...";"-";"4";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São José do Bonfim (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"1";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São José do Brejo do Cruz (PB)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"São José do Sabugi (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São José dos Cordeiros (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Mamede (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Miguel de Taipu (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"1";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Sebastião de Lagoa de Roça (PB)";"-";"-";"-";"-";"240";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90";"315";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1200";"-";"-";"-"
"São Sebastião do Umbuzeiro (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sapé (PB)";"14";"-";"-";"-";"290";"-";"...";"-";"-";"-";"-";"...";"-";"6";"-";"340";"-";"-";"-";"35";"-";"21";"24";"-";"1056";"80";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Vicente do Seridó (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Serra Branca (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"1";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Serra da Raiz (PB)";"-";"-";"-";"-";"280";"-";"...";"-";"-";"-";"-";"...";"-";"5";"-";"70";"-";"-";"-";"-";"-";"30";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-"
"Serra Grande (PB)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Serra Redonda (PB)";"18";"-";"-";"-";"48";"-";"...";"-";"-";"-";"-";"...";"-";"5";"-";"-";"-";"-";"-";"18";"-";"35";"-";"-";"-";"70";"-";"-";"-";"-";"-";"-";"-";"-";"28";"-";"-";"-"
"Serraria (PB)";"32";"-";"-";"-";"4480";"-";"...";"-";"2";"2";"-";"...";"-";"16";"-";"40";"-";"-";"-";"12";"-";"280";"18";"-";"-";"120";"18";"-";"-";"-";"-";"-";"2";"-";"-";"-";"32";"-"
"Sertãozinho (PB)";"-";"-";"-";"-";"60";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"16";"-";"-";"-";"-";"-";"18";"-";"-";"-";"64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-"
"Sobrado (PB)";"-";"-";"-";"-";"90";"-";"...";"-";"-";"-";"-";"...";"-";"3";"-";"232";"-";"-";"-";"-";"-";"6";"6";"-";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Solânea (PB)";"-";"-";"-";"-";"1260";"-";"...";"-";"-";"-";"-";"...";"-";"1";"-";"-";"-";"-";"-";"-";"-";"35";"-";"-";"-";"32";"27";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"-"
"Soledade (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sossêgo (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-"
"Sousa (PB)";"-";"-";"-";"-";"7260";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"5760";"-";"-";"-";"495";"-";"-";"-";"-";"-";"56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sumé (PB)";"-";"-";"-";"-";"54";"-";"...";"-";"-";"-";"-";"...";"-";"1";"-";"128";"-";"-";"-";"18";"-";"-";"24";"-";"144";"35";"72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tacima (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Taperoá (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"30";"-";"-";"-";"12";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tavares (PB)";"-";"-";"-";"-";"144";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"60";"-";"-";"-";"60";"-";"-";"-";"-";"80";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Teixeira (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"21";"-";"-";"-";"-";"-";"60";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"27";"-";"-";"-";"-"
"Tenório (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"3";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Triunfo (PB)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Uiraúna (PB)";"-";"-";"-";"-";"80";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Umbuzeiro (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"18";"-";"-";"-";"14";"-";"21";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Várzea (PB)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Vieirópolis (PB)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Zabelê (PB)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-"
"Abreu e Lima (PE)";"-";"-";"-";"-";"105";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"225";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Afogados da Ingazeira (PE)";"-";"-";"-";"-";"92";"-";"...";"-";"-";"-";"-";"...";"-";"4";"-";"53";"-";"-";"-";"39";"-";"15";"9";"-";"31";"56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Afrânio (PE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Agrestina (PE)";"-";"-";"-";"-";"50";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Água Preta (PE)";"-";"-";"-";"-";"400";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"490";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Águas Belas (PE)";"-";"-";"-";"-";"600";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoinha (PE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Aliança (PE)";"-";"-";"-";"-";"357";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"121";"-";"80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Altinho (PE)";"-";"-";"-";"-";"900";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"90";"-";"-";"75";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Amaraji (PE)";"-";"-";"-";"-";"9333";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"1800";"-";"-";"480";"-";"-";"-";"800";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Angelim (PE)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"160";"47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Araçoiaba (PE)";"-";"-";"-";"-";"6";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Araripina (PE)";"-";"-";"-";"-";"16";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Arcoverde (PE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Barra de Guabiraba (PE)";"-";"-";"-";"-";"10400";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2422";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Barreiros (PE)";"-";"-";"-";"-";"2044";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"554";"-";"-";"-";"-";"-";"4";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Belém de Maria (PE)";"-";"-";"-";"-";"3444";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Belém do São Francisco (PE)";"-";"-";"-";"-";"6000";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"1605";"-";"-";"-";"4973";"-";"-";"1000";"-";"9080";"179200";"12500";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Belo Jardim (PE)";"-";"-";"-";"-";"1600";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"1500";"-";"-";"-";"-";"-";"1250";"640";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Betânia (PE)";"-";"-";"-";"-";"16";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"48";"-";"-";"-";"350";"-";"-";"-";"-";"-";"24";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bezerros (PE)";"-";"-";"-";"-";"200";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"500";"-";"105";"-";"-";"-";"-";"550";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bodocó (PE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Bom Conselho (PE)";"-";"-";"-";"-";"7500";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bom Jardim (PE)";"-";"-";"-";"-";"5670";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"1086";"-";"-";"-";"-";"-";"-";"1500";"-";"-";"-";"90";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bonito (PE)";"-";"-";"-";"-";"17600";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"100";"-";"-";"100";"-";"-";"1250";"525";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"360"
"Brejão (PE)";"40";"-";"-";"-";"420";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"-";"-";"-";"240";"140";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Brejinho (PE)";"-";"-";"-";"-";"38";"-";"...";"-";"-";"-";"-";"...";"-";"3";"-";"15";"-";"-";"-";"38";"-";"-";"-";"-";"-";"24";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Brejo da Madre de Deus (PE)";"23";"-";"-";"-";"350";"-";"...";"-";"4";"4";"-";"...";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"40";"-";"128";"12";"18";"-";"-";"-";"-";"-";"-";"-";"16";"-";"-";"-"
"Buenos Aires (PE)";"-";"-";"-";"-";"627";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Buíque (PE)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"2521";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cabo de Santo Agostinho (PE)";"-";"-";"-";"-";"1500";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"2500";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"105";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cabrobó (PE)";"-";"-";"-";"-";"5610";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"4800";"-";"-";"-";"300";"-";"-";"-";"-";"1964";"4000";"102";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cachoeirinha (PE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Caetés (PE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Calçado (PE)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"200";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Calumbi (PE)";"-";"-";"-";"-";"114";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"20";"-";"-";"-";"90";"-";"9";"-";"-";"8";"2";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Camaragibe (PE)";"-";"-";"-";"-";"1500";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Camocim de São Félix (PE)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"520";"-";"-";"100";"-";"-";"-";"800";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Camutanga (PE)";"40";"-";"-";"-";"1487";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"68";"-";"-";"-";"-";"-";"20";"-";"-";"-";"270";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Canhotinho (PE)";"-";"-";"-";"-";"960";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"-";"-";"130";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Capoeiras (PE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Carnaíba (PE)";"-";"-";"-";"-";"88";"-";"...";"-";"-";"-";"-";"...";"-";"50";"-";"71";"-";"-";"-";"80";"-";"19";"27";"-";"-";"41";"112";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Carnaubeira da Penha (PE)";"-";"-";"-";"-";"42";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"84";"-";"-";"-";"1575";"-";"-";"-";"-";"48";"90";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Carpina (PE)";"-";"-";"-";"-";"144";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caruaru (PE)";"16";"-";"-";"-";"208";"-";"...";"-";"-";"-";"-";"...";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"38";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Casinhas (PE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Catende (PE)";"-";"-";"-";"-";"2720";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"350";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
