"Tabela 1613 - Área destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras permanentes"
"Variável - Área destinada à colheita (Hectares)"
"Município";"Ano x Produto das lavouras permanentes"
"Município";"2024"
"Município";"Abacate";"Algodão arbóreo (em caroço)";"Açaí";"Azeitona";"Banana (cacho)";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Caqui";"Castanha de caju";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Figo";"Goiaba";"Guaraná (semente)";"Laranja";"Limão";"Maçã";"Mamão";"Manga";"Maracujá";"Marmelo";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Sisal ou agave (fibra)";"Tangerina";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Porto Calvo (AL)";"10";"-";"-";"-";"300";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"420";"-";"-";"-";"6";"-";"30";"7";"-";"2";"31";"30";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-"
"Porto de Pedras (AL)";"2";"-";"-";"-";"250";"-";"...";"1";"-";"-";"-";"...";"-";"5";"-";"1458";"-";"-";"-";"10";"-";"7";"3";"-";"2";"30";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Porto Real do Colégio (AL)";"-";"-";"-";"-";"3";"-";"...";"-";"-";"-";"-";"...";"-";"10";"-";"30";"-";"-";"-";"1";"-";"2";"-";"-";"-";"12";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Quebrangulo (AL)";"-";"-";"-";"-";"100";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"3";"-";"20";"5";"-";"-";"10";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio Largo (AL)";"-";"-";"-";"-";"8";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"8";"-";"-";"-";"1";"-";"1";"-";"-";"-";"4";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Roteiro (AL)";"-";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"4";"-";"1100";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Luzia do Norte (AL)";"-";"-";"-";"-";"5";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"150";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santana do Ipanema (AL)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"30";"-";"1";"-";"-";"-";"1";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santana do Mundaú (AL)";"10";"-";"-";"-";"750";"-";"...";"-";"-";"-";"-";"...";"-";"5";"-";"60";"-";"-";"-";"6";"-";"3850";"150";"-";"4";"20";"90";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Brás (AL)";"-";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São José da Laje (AL)";"-";"-";"-";"-";"140";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"20";"-";"-";"-";"-";"-";"200";"10";"-";"5";"20";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São José da Tapera (AL)";"-";"-";"-";"-";"3";"-";"...";"-";"-";"-";"-";"...";"-";"30";"-";"20";"-";"-";"-";"20";"-";"8";"25";"-";"10";"30";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Luís do Quitunde (AL)";"2";"-";"-";"-";"190";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"120";"-";"-";"-";"3";"-";"50";"10";"-";"3";"30";"20";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-"
"São Miguel dos Campos (AL)";"1";"-";"-";"-";"17";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Miguel dos Milagres (AL)";"2";"-";"-";"-";"25";"-";"...";"-";"-";"-";"-";"...";"-";"9";"-";"830";"-";"-";"-";"3";"-";"4";"3";"-";"-";"15";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Sebastião (AL)";"-";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"5";"-";"395";"-";"-";"-";"5";"-";"7";"5";"-";"3";"12";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Satuba (AL)";"-";"-";"-";"-";"2";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Senador Rui Palmeira (AL)";"-";"-";"-";"-";"1";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"1";"-";"-";"-";"1";"-";"1";"1";"-";"1";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tanque d'Arca (AL)";"-";"-";"-";"-";"54";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"25";"-";"-";"-";"5";"-";"16";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-"
"Taquarana (AL)";"1";"-";"-";"-";"30";"-";"...";"-";"-";"-";"-";"...";"-";"15";"-";"40";"-";"-";"-";"55";"-";"12";"15";"-";"14";"18";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Teotônio Vilela (AL)";"3";"-";"-";"-";"6";"-";"...";"-";"-";"-";"-";"...";"-";"10";"-";"61";"-";"-";"-";"5";"-";"12";"5";"-";"10";"5";"50";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-"
"Traipu (AL)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"União dos Palmares (AL)";"10";"-";"-";"-";"1720";"-";"...";"-";"-";"-";"-";"...";"-";"20";"-";"22";"-";"-";"-";"8";"-";"600";"25";"-";"15";"50";"100";"-";"-";"-";"-";"-";"25";"-";"55";"-";"-";"-"
"Viçosa (AL)";"-";"-";"-";"-";"120";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"7";"-";"5";"10";"56";"-";"-";"-";"-";"-";"2";"-";"5";"-";"-";"-"
"Amparo do São Francisco (SE)";"-";"-";"-";"-";"4";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Aquidabã (SE)";"-";"-";"-";"-";"30";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Aracaju (SE)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Arauá (SE)";"-";"-";"-";"-";"70";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"60";"-";"-";"-";"-";"-";"2677";"55";"-";"8";"-";"70";"-";"-";"-";"-";"-";"-";"-";"17";"-";"-";"-"
"Areia Branca (SE)";"-";"-";"-";"-";"20";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Barra dos Coqueiros (SE)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"740";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Boquim (SE)";"-";"-";"-";"-";"70";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"20";"-";"-";"-";"-";"-";"1975";"2";"-";"-";"-";"100";"-";"-";"-";"-";"-";"-";"-";"9";"-";"-";"-"
"Brejo Grande (SE)";"-";"-";"-";"-";"15";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"2080";"-";"-";"-";"-";"-";"-";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Campo do Brito (SE)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Canhoba (SE)";"-";"-";"-";"-";"3";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Canindé de São Francisco (SE)";"-";"-";"-";"-";"15";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"3";"-";"-";"-";"40";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Capela (SE)";"-";"-";"-";"-";"33";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"20";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Carira (SE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Carmópolis (SE)";"-";"-";"-";"-";"30";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"290";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cedro de São João (SE)";"-";"-";"-";"-";"5";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cristinápolis (SE)";"-";"-";"-";"-";"12";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"95";"-";"-";"-";"-";"-";"3920";"16";"-";"6";"-";"32";"-";"-";"-";"-";"-";"-";"-";"75";"-";"-";"-"
"Cumbe (SE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Divina Pastora (SE)";"-";"-";"-";"-";"18";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Estância (SE)";"-";"-";"-";"-";"70";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"2050";"-";"-";"-";"-";"-";"1056";"16";"-";"4";"58";"90";"-";"-";"-";"-";"-";"-";"-";"14";"-";"-";"-"
"Feira Nova (SE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Frei Paulo (SE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Gararu (SE)";"-";"-";"-";"-";"4";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"General Maynard (SE)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ilha das Flores (SE)";"-";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"408";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Indiaroba (SE)";"-";"-";"-";"-";"50";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"1100";"-";"-";"-";"-";"-";"2467";"8";"-";"19";"5";"71";"-";"-";"-";"-";"-";"-";"-";"81";"-";"-";"-"
"Itabaiana (SE)";"-";"-";"-";"-";"12";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Itabaianinha (SE)";"-";"-";"-";"-";"60";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"60";"-";"-";"-";"-";"-";"3746";"270";"-";"3";"-";"90";"-";"-";"-";"-";"-";"-";"-";"21";"-";"-";"-"
"Itabi (SE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Itaporanga d'Ajuda (SE)";"-";"-";"-";"-";"90";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"1500";"-";"-";"-";"-";"-";"843";"10";"-";"-";"10";"37";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-"
"Japaratuba (SE)";"-";"-";"-";"-";"80";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"648";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Japoatã (SE)";"-";"-";"-";"-";"161";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"594";"-";"-";"-";"-";"-";"-";"212";"-";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Lagarto (SE)";"-";"-";"-";"-";"100";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"45";"-";"-";"-";"15";"-";"3300";"-";"-";"-";"-";"200";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Laranjeiras (SE)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Macambira (SE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Malhada dos Bois (SE)";"-";"-";"-";"-";"1";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Malhador (SE)";"-";"-";"-";"-";"250";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Maruim (SE)";"-";"-";"-";"-";"25";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Moita Bonita (SE)";"-";"-";"-";"-";"40";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Muribeca (SE)";"-";"-";"-";"-";"8";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Neópolis (SE)";"-";"-";"-";"-";"175";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"1241";"-";"-";"-";"-";"-";"53";"-";"-";"11";"302";"10";"-";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-"
"Nossa Senhora Aparecida (SE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Nossa Senhora das Dores (SE)";"-";"-";"-";"-";"21";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"6";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nossa Senhora de Lourdes (SE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Nossa Senhora do Socorro (SE)";"-";"-";"-";"-";"48";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"100";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pacatuba (SE)";"-";"-";"-";"-";"26";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"4075";"-";"-";"-";"-";"-";"1";"-";"-";"27";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pedra Mole (SE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Pedrinhas (SE)";"-";"-";"-";"-";"11";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"870";"2";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"-"
"Pinhão (SE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Pirambu (SE)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"755";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Poço Redondo (SE)";"-";"-";"-";"-";"38";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"3";"-";"-";"-";"60";"-";"-";"-";"-";"-";"3";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Poço Verde (SE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Porto da Folha (SE)";"-";"-";"-";"-";"20";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Propriá (SE)";"-";"-";"-";"-";"97";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"47";"-";"-";"-";"7";"-";"2";"-";"-";"-";"56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Riachão do Dantas (SE)";"-";"-";"-";"-";"102";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"700";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Riachuelo (SE)";"-";"-";"-";"-";"19";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ribeirópolis (SE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Rosário do Catete (SE)";"-";"-";"-";"-";"2";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Salgado (SE)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"15";"-";"-";"-";"-";"-";"2400";"-";"-";"-";"-";"160";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Luzia do Itanhy (SE)";"-";"-";"-";"-";"60";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"940";"-";"-";"-";"-";"-";"1950";"25";"-";"6";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santana do São Francisco (SE)";"-";"-";"-";"-";"83";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"378";"-";"-";"-";"-";"-";"-";"32";"-";"7";"116";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Rosa de Lima (SE)";"-";"-";"-";"-";"20";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santo Amaro das Brotas (SE)";"-";"-";"-";"-";"63";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"1670";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Cristóvão (SE)";"-";"-";"-";"-";"25";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"580";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Domingos (SE)";"-";"-";"-";"-";"5";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"2";"-";"-";"-";"-";"-";"49";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Francisco (SE)";"-";"-";"-";"-";"3";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Simão Dias (SE)";"-";"-";"-";"-";"8";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Siriri (SE)";"-";"-";"-";"-";"23";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"6";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Telha (SE)";"-";"-";"-";"-";"1";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tobias Barreto (SE)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Tomar do Geru (SE)";"-";"-";"-";"-";"6";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"40";"-";"-";"-";"-";"-";"2190";"10";"-";"-";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Umbaúba (SE)";"-";"-";"-";"-";"20";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"250";"-";"-";"-";"-";"-";"3422";"13";"-";"8";"-";"80";"-";"-";"-";"-";"-";"-";"-";"100";"-";"-";"-"
"Abaíra (BA)";"-";"-";"-";"-";"10";"-";"...";"-";"145";"145";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Abaré (BA)";"-";"-";"-";"-";"450";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"3";"-";"-";"-";"34";"-";"-";"-";"-";"45";"350";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Acajutiba (BA)";"-";"-";"-";"-";"16";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"1600";"-";"-";"-";"-";"-";"1111";"3";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Adustina (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Água Fria (BA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Érico Cardoso (BA)";"-";"-";"-";"-";"16";"-";"...";"-";"5";"5";"-";"...";"-";"-";"-";"3";"-";"-";"-";"-";"-";"2";"-";"-";"-";"180";"76";"-";"-";"-";"-";"-";"-";"-";"29";"-";"-";"-"
"Aiquara (BA)";"2";"-";"2";"-";"216";"-";"...";"2017";"2";"2";"-";"...";"-";"3";"-";"10";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoinhas (BA)";"4";"-";"-";"-";"15";"-";"...";"-";"-";"-";"-";"...";"-";"23";"-";"46";"-";"-";"-";"1";"-";"918";"10";"-";"5";"5";"50";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-"
"Alcobaça (BA)";"-";"-";"-";"-";"36";"9";"...";"3";"1000";"-";"1000";"...";"-";"-";"-";"90";"-";"-";"-";"5";"-";"5";"6";"-";"236";"-";"35";"-";"-";"14";"-";"-";"20";"-";"-";"-";"110";"-"
"Almadina (BA)";"-";"-";"-";"-";"318";"6";"...";"2178";"84";"-";"84";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
