"Tabela 1613 - Área destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras permanentes"
"Variável - Valor da produção (Mil Reais)"
"Município";"Ano x Produto das lavouras permanentes"
"Município";"2024"
"Município";"Abacate";"Algodão arbóreo (em caroço)";"Açaí";"Azeitona";"Banana (cacho)";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Caqui";"Castanha de caju";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Figo";"Goiaba";"Guaraná (semente)";"Laranja";"Limão";"Maçã";"Mamão";"Manga";"Maracujá";"Marmelo";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Sisal ou agave (fibra)";"Tangerina";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"São Bento do Tocantins (TO)";"-";"-";"-";"-";"840";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Félix do Tocantins (TO)";"-";"-";"-";"-";"4";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Miguel do Tocantins (TO)";"-";"-";"-";"-";"56";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"63";"-";"-";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Salvador do Tocantins (TO)";"-";"-";"-";"-";"234";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Sebastião do Tocantins (TO)";"-";"-";"-";"-";"28";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Valério (TO)";"-";"-";"-";"-";"393";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Silvanópolis (TO)";"-";"-";"-";"-";"41";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sítio Novo do Tocantins (TO)";"-";"-";"-";"-";"105";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"60";"-";"72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sucupira (TO)";"-";"-";"-";"-";"495";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Taguatinga (TO)";"-";"-";"-";"-";"805";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Taipas do Tocantins (TO)";"-";"-";"-";"-";"125";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Talismã (TO)";"-";"-";"-";"-";"322";"89";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Palmas (TO)";"-";"-";"96";"-";"335";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"306";"-";"-";"504";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tocantínia (TO)";"-";"-";"-";"-";"113";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tocantinópolis (TO)";"-";"-";"-";"-";"-";"-";"...";"8832";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"740";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1377";"-";"-";"-";"-";"-"
"Tupirama (TO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Tupiratins (TO)";"-";"-";"-";"-";"480";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"110";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Wanderlândia (TO)";"-";"-";"-";"-";"106";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"159";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Xambioá (TO)";"-";"-";"136";"-";"1673";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"169";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Açailândia (MA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-"
"Afonso Cunha (MA)";"-";"-";"-";"-";"5";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Água Doce do Maranhão (MA)";"-";"-";"-";"-";"93";"-";"...";"-";"-";"-";"-";"...";"-";"159";"-";"174";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alcântara (MA)";"-";"-";"-";"-";"651";"-";"...";"-";"-";"-";"-";"...";"-";"1";"-";"89";"-";"-";"-";"-";"-";"-";"-";"-";"-";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Aldeias Altas (MA)";"-";"-";"-";"-";"15";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Altamira do Maranhão (MA)";"-";"-";"-";"-";"17";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alto Alegre do Maranhão (MA)";"-";"-";"-";"-";"35";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alto Alegre do Pindaré (MA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Alto Parnaíba (MA)";"-";"-";"-";"-";"551";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Amapá do Maranhão (MA)";"-";"-";"241";"-";"7";"-";"...";"-";"-";"-";"-";"...";"-";"3";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Amarante do Maranhão (MA)";"-";"-";"61";"-";"106";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"259";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Anajatuba (MA)";"-";"-";"-";"-";"30";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Anapurus (MA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Apicum-Açu (MA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Araguanã (MA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Araioses (MA)";"-";"-";"-";"-";"164";"-";"...";"-";"-";"-";"-";"...";"-";"331";"-";"69";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Arame (MA)";"-";"-";"-";"-";"280";"-";"...";"-";"-";"-";"-";"...";"-";"10";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Arari (MA)";"-";"-";"496";"-";"470";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Axixá (MA)";"-";"-";"-";"-";"107";"-";"...";"-";"-";"-";"-";"...";"-";"3";"-";"283";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bacabal (MA)";"-";"-";"480";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bacabeira (MA)";"-";"-";"-";"-";"118";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"16";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bacuri (MA)";"-";"-";"-";"-";"140";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bacurituba (MA)";"-";"-";"-";"-";"208";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"37";"-";"-";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Balsas (MA)";"-";"-";"-";"-";"2074";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Barão de Grajaú (MA)";"-";"-";"-";"-";"172";"-";"...";"-";"-";"-";"-";"...";"-";"109";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Barra do Corda (MA)";"-";"-";"36";"-";"967";"-";"...";"-";"-";"-";"-";"...";"-";"53";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Barreirinhas (MA)";"-";"-";"51";"-";"922";"-";"...";"-";"-";"-";"-";"...";"-";"1797";"-";"260";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Belágua (MA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bela Vista do Maranhão (MA)";"-";"-";"-";"-";"44";"-";"...";"-";"-";"-";"-";"...";"-";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Benedito Leite (MA)";"-";"-";"-";"-";"75";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bequimão (MA)";"-";"-";"-";"-";"164";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"77";"-";"-";"54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bernardo do Mearim (MA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Boa Vista do Gurupi (MA)";"-";"-";"818";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bom Jardim (MA)";"-";"-";"-";"-";"321";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bom Jesus das Selvas (MA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Bom Lugar (MA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Brejo (MA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Brejo de Areia (MA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Buriti (MA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Buriti Bravo (MA)";"-";"-";"-";"-";"33";"-";"...";"-";"-";"-";"-";"...";"-";"54";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Buriticupu (MA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Buritirana (MA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"112";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cachoeira Grande (MA)";"-";"-";"-";"-";"63";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cajapió (MA)";"-";"-";"-";"-";"64";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cajari (MA)";"-";"-";"-";"-";"409";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Campestre do Maranhão (MA)";"-";"-";"-";"-";"375";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"28";"-";"492";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cândido Mendes (MA)";"-";"-";"67";"-";"68";"-";"...";"-";"-";"-";"-";"...";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cantanhede (MA)";"-";"-";"-";"-";"3";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Capinzal do Norte (MA)";"-";"-";"-";"-";"2";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Carolina (MA)";"-";"-";"-";"-";"915";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Carutapera (MA)";"-";"-";"612";"-";"28";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caxias (MA)";"-";"-";"-";"-";"30";"-";"...";"-";"-";"-";"-";"...";"-";"9";"-";"44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cedral (MA)";"-";"-";"-";"-";"322";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Central do Maranhão (MA)";"-";"-";"-";"-";"83";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Centro do Guilherme (MA)";"-";"-";"91";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Centro Novo do Maranhão (MA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Chapadinha (MA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cidelândia (MA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Codó (MA)";"-";"-";"-";"-";"73";"-";"...";"-";"-";"-";"-";"...";"-";"7";"-";"8";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Coelho Neto (MA)";"-";"-";"-";"-";"9";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"5";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Colinas (MA)";"-";"-";"-";"-";"24";"-";"...";"-";"-";"-";"-";"...";"-";"48";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Conceição do Lago-Açu (MA)";"-";"-";"-";"-";"39";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Coroatá (MA)";"-";"-";"-";"-";"44";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cururupu (MA)";"-";"-";"-";"-";"58";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Davinópolis (MA)";"-";"-";"-";"-";"110";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Dom Pedro (MA)";"-";"-";"-";"-";"53";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Duque Bacelar (MA)";"-";"-";"-";"-";"4";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Esperantinópolis (MA)";"-";"-";"-";"-";"483";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Estreito (MA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Feira Nova do Maranhão (MA)";"-";"-";"-";"-";"494";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Fernando Falcão (MA)";"-";"-";"-";"-";"105";"-";"...";"-";"-";"-";"-";"...";"-";"6";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Formosa da Serra Negra (MA)";"-";"-";"6";"-";"85";"-";"...";"-";"-";"-";"-";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Fortaleza dos Nogueiras (MA)";"-";"-";"-";"-";"261";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Fortuna (MA)";"-";"-";"-";"-";"9";"-";"...";"-";"-";"-";"-";"...";"-";"6";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Godofredo Viana (MA)";"-";"-";"198";"-";"24";"-";"...";"-";"-";"-";"-";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Gonçalves Dias (MA)";"-";"-";"-";"-";"46";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Governador Archer (MA)";"-";"-";"-";"-";"15";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Governador Edison Lobão (MA)";"-";"-";"-";"-";"75";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Governador Eugênio Barros (MA)";"-";"-";"-";"-";"9";"-";"...";"-";"-";"-";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Governador Luiz Rocha (MA)";"-";"-";"-";"-";"11";"-";"...";"-";"-";"-";"-";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Governador Newton Bello (MA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Governador Nunes Freire (MA)";"-";"-";"436";"-";"20";"-";"...";"-";"-";"-";"-";"...";"-";"15";"-";"17";"-";"-";"-";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Graça Aranha (MA)";"-";"-";"-";"-";"45";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Grajaú (MA)";"-";"-";"-";"-";"740";"-";"...";"-";"-";"-";"-";"...";"-";"41";"-";"301";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Guimarães (MA)";"-";"-";"-";"-";"190";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Humberto de Campos (MA)";"-";"-";"-";"-";"121";"-";"...";"-";"-";"-";"-";"...";"-";"116";"-";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
